date,time,type,occupancy,direction,elec
24-10,10.34 am,motorcycle,1,in,False
24-10,10.34 am,car,1,in,False
24-10,10.34 am,car,1,in,False
24-10,10.34 am,car,1,in,True
24-10,10.34 am,car,4,in,True
24-10,10.34 am,car,1,in,False
24-10,10.35 am,motorcycle,1,in,False
24-10,10.35 am,car,2,in,False
24-10,10.35 am,motorcycle,1,in,False
24-10,10.35 am,car,1,in,False
24-10,10.35 am,car,1,in,False
24-10,10.35 am,van,1,in,False
24-10,10.35 am,bus,90%,in,False
24-10,10.36 am,car,2,in,True
24-10,10.36 am,car,2,in,False
24-10,10.37 am,bicycle,1,in,False
24-10,10.37 am,bus,100%,in,False
24-10,10.38 am,car,1,in,False
24-10,10.38 am,car,1,in,False
24-10,10.39 am,car,1,in,False
24-10,10.39 am,car,1,in,False
24-10,10.39 am,car,1,in,True
24-10,10.39 am,car,2,in,False
24-10,10.39 am,car,4,in,False
24-10,10.40 am,car,1,in,False
24-10,10.40 am,car,1,in,False
24-10,10.40 am,car,2,in,True
24-10,10.40 am,car,1,in,True
24-10,10.40 am,car,1,in,True
24-10,10.40 am,bicycle,1,in,False
24-10,10.40 am,car,2,in,False
24-10,10.41 am,bus,30%,in,False
24-10,10.41 am,bus,20%,in,False
24-10,10.41 am,car,3,in,False
24-10,10.42 am,car,1,in,False
24-10,10.42 am,car,1,in,False
24-10,10.42 am,bus,50%,in,False
24-10,10.42 am,car,2,in,False
24-10,10.42 am,car,2,in,False
24-10,10.43 am,car,1,in,False
24-10,10.43 am,car,4,in,False
24-10,10.43 am,car,1,in,False
24-10,10.43 am,car,2,in,True
24-10,10.43 am,car,1,in,True
24-10,10.43 am,car,3,in,False
24-10,10.43 am,car,2,in,False
24-10,10.44 am,car,1,in,False
24-10,10.44 am,car,2,in,True
24-10,10.44 am,bicycle,1,in,False
24-10,10.44 am,car,1,in,False
24-10,10.44 am,car,3,in,False
24-10,10.44 am,car,4,in,False
24-10,10.44 am,car,1,in,False
24-10,10.44 am,car,4,in,True
24-10,10.44 am,car,2,in,True
24-10,10.44 am,car,1,in,False
24-10,10.44 am,car,2,in,False
24-10,10.44 am,car,2,in,True
24-10,10.44 am,car,1,in,False
24-10,10.44 am,car,1,in,False
24-10,10.45 am,car,3,in,False
24-10,10.45 am,bicycle,1,in,False
24-10,10.45 am,car,1,in,False
24-10,10.45 am,car,2,in,False
24-10,10.45 am,car,1,in,False
24-10,10.45 am,car,2,in,True
24-10,10.45 am,car,1,in,False
24-10,10.45 am,van,1,in,False
24-10,10.46 am,car,2,in,False
24-10,10.47 am,car,1,in,False
24-10,10.47 am,car,4,in,True
24-10,10.47 am,car,2,in,False
24-10,10.47 am,car,3,in,False
24-10,10.48 am,lorry,1,in,False
24-10,10.48 am,car,1,in,False
24-10,10.48 am,car,2,in,True
24-10,10.48 am,car,2,in,False
24-10,10.48 am,car,1,in,False
24-10,10.49 am,car,4,in,False
24-10,10.49 am,car,3,in,False
24-10,10.49 am,car,1,in,False
24-10,10.49 am,car,1,in,False
24-10,10.49 am,car,1,in,False
24-10,10.49 am,car,2,in,True
24-10,10.49 am,car,2,in,False
24-10,10.50 am,car,1,in,False
24-10,10.50 am,car,1,in,False
24-10,10.51 am,taxi,2,in,False
24-10,10.51 am,bus,100%,in,False
24-10,10.51 am,car,1,in,False
24-10,10.51 am,car,1,in,True
24-10,10.51 am,car,3,in,False
24-10,10.51 am,car,1,in,False
24-10,02.39 pm,bus,75%,in,
24-10,02.40 pm,car,2,in,
24-10,02.41 pm,car,3,in,
24-10,02.41 pm,van,2,in,
24-10,02.41 pm,car,2,in,
24-10,02.41 pm,car,2,in,
24-10,02.44 pm,car,2,in,
24-10,02.44 pm,car,2,in,
24-10,02.44 pm,car,2,in,
24-10,02.45 pm,car,2,in,
24-10,02.45 pm,taxi,4,in,
24-10,02.46 pm,car,2,in,
24-10,02.46 pm,car,2,in,
24-10,02.47 pm,car,2,in,
24-10,02.48 pm,car,3,in,
24-10,02.48 pm,car,2,in,
24-10,02.48 pm,van,2,in,
24-10,02.49 pm,car,2,in,
24-10,02.49 pm,car,2,in,
24-10,02.50 pm,car,2,in,
24-10,02.51 pm,car,2,in,
24-10,02.52 pm,car,2,in,
24-10,02.52 pm,bus,50%,in,
24-10,02.52 pm,car,2,in,
24-10,02.52 pm,car,2,in,
24-10,02.53 pm,car,2,in,
24-10,02.53 pm,car,2,in,
24-10,02.53 pm,car,2,in,
24-10,02.54 pm,car,2,in,
24-10,02.54 pm,car,2,in,
24-10,02.54 pm,car,3,in,
24-10,02.54 pm,car,3,in,
24-10,02.54 pm,car,2,in,
24-10,02.54 pm,car,2,in,
24-10,02.54 pm,car,2,in,
24-10,02.55 pm,car,2,in,
24-10,02.55 pm,car,2,in,
24-10,02.55 pm,car,2,in,
24-10,02.55 pm,car,2,in,
24-10,02.55 pm,car,2,in,
24-10,02.55 pm,car,3,in,
24-10,02.55 pm,car,2,in,
24-10,02.55 pm,car,3,in,
24-10,02.56 pm,bus,50%,in,
24-10,02.57 pm,lorry,1,in,
24-10,02.58 pm,bus,80%,in,
24-10,02.58 pm,car,3,in,
24-10,03.01 pm,car,4,in,
24-10,03.02 pm,car,3,in,
24-10,03.02 pm,car,3,in,
24-10,03.05 pm,car,2,in,
24-10,03.05 pm,car,2,in,
24-10,03.08 pm,car,2,in,
24-10,03.08 pm,car,2,in,
24-10,03.08 pm,car,2,in,
26-10,09.30 am,bicycle,1,in,False
26-10,09.31 am,bus,10%,in,False
26-10,09.31 am,bicycle,1,in,False
26-10,09.31 am,car,2,in,True
26-10,09.33 am,bicycle,1,in,False
26-10,09.34 am,car,2,in,False
26-10,09.34 am,taxi,2,in,False
26-10,09.34 am,car,5,in,True
26-10,09.34 am,car,2,in,False
26-10,09.36 am,taxi,2,in,False
26-10,09.36 am,taxi,2,in,False
26-10,09.36 am,taxi,2,in,False
26-10,09.36 am,van,3,in,False
26-10,09.37 am,bus,80%,in,False
26-10,09.37 am,car,2,in,False
26-10,09.38 am,van,3,in,False
26-10,09.38 am,car,2,in,False
26-10,09.38 am,car,1,in,True
26-10,09.38 am,car,2,in,False
26-10,09.39 am,car,2,in,False
26-10,09.39 am,car,2,in,False
26-10,09.39 am,bus,40%,in,False
26-10,09.39 am,van,2,in,False
26-10,09.40 am,car,2,in,True
26-10,09.41 am,car,2,in,False
26-10,09.41 am,van,2,in,False
26-10,09.42 am,bus,50%,in,False
26-10,09.42 am,bus,10%,in,False
26-10,09.43 am,bus,10%,in,False
26-10,09.43 am,car,1,in,False
26-10,09.43 am,car,1,in,False
26-10,09.44 am,car,2,in,False
26-10,09.44 am,car,4,in,False
26-10,09.45 am,car,1,in,False
26-10,09.45 am,bus,30%,in,False
26-10,09.45 am,taxi,3,in,False
26-10,09.46 am,car,3,in,True
26-10,09.47 am,car,2,in,False
26-10,09.47 am,car,2,in,False
26-10,09.47 am,car,1,in,False
26-10,09.47 am,car,1,in,False
26-10,09.47 am,bus,30%,in,False
26-10,09.49 am,van,2,in,False
26-10,09.49 am,car,1,in,False
26-10,09.49 am,car,1,in,False
26-10,09.50 am,bicycle,1,in,False
26-10,09.50 am,car,3,in,True
26-10,09.50 am,taxi,1,in,False
26-10,09.50 am,car,1,in,False
26-10,09.51 am,car,2,in,False
26-10,09.51 am,car,2,in,False
26-10,09.51 am,van,3,in,False
26-10,09.51 am,car,2,in,False
26-10,09.52 am,taxi,1,in,True
26-10,09.53 am,car,2,in,False
26-10,09.54 am,car,1,in,True
26-10,09.56 am,taxi,1,in,False
26-10,09.56 am,car,2,in,False
26-10,09.57 am,car,2,in,False
26-10,09.58 am,car,1,in,False
26-10,09.58 am,bus,40%,in,False
26-10,09.58 am,van,2,in,False
26-10,09.59 am,car,3,in,False
26-10,09.59 am,car,2,in,False
26-10,09.59 am,car,1,in,True
26-10,10.00 am,bus,60%,in,False
26-10,10.00 am,car,5,in,False
26-10,09.55 am,car,1,out,True
26-10,09.55 am,car,1,out,False
26-10,09.55 am,car,1,out,False
26-10,09.55 am,bicycle,1,out,False
26-10,09.55 am,taxi,1,out,False
26-10,09.55 am,car,1,out,False
26-10,09.55 am,car,1,out,False
26-10,09.55 am,car,1,out,False
26-10,09.55 am,car,4,out,False
26-10,09.55 am,car,1,out,False
26-10,09.55 am,van,3,out,False
26-10,09.55 am,car,2,out,False
26-10,09.55 am,car,2,out,False
26-10,09.55 am,car,2,out,False
26-10,09.55 am,car,2,out,False
26-10,09.55 am,car,3,out,False
26-10,09.55 am,car,1,out,False
26-10,09.55 am,lorry,2,out,False
26-10,09.55 am,car,1,out,False
26-10,09.55 am,car,1,out,True
26-10,09.55 am,van,1,out,False
26-10,09.55 am,car,1,out,False
26-10,09.55 am,car,1,out,False
26-10,09.55 am,car,1,out,False
26-10,10.00 am,car,1,out,True
26-10,10.00 am,bus,5,out,False
26-10,10.00 am,bus,5,out,False
26-10,10.00 am,car,1,out,False
26-10,10.00 am,taxi,1,out,False
26-10,10.00 am,car,1,out,False
26-10,10.00 am,car,1,out,False
26-10,10.00 am,car,1,out,False
26-10,10.00 am,car,1,out,False
26-10,10.00 am,car,1,out,False
26-10,10.00 am,car,1,out,False
26-10,10.00 am,car,1,out,False
26-10,10.00 am,car,1,out,False
26-10,10.00 am,car,1,out,False
26-10,10.00 am,car,1,out,False
26-10,10.05 am,car,3,out,False
26-10,10.05 am,van,1,out,False
26-10,10.05 am,car,5,out,False
26-10,10.05 am,bus,0,out,False
26-10,10.05 am,bus,5,out,False
26-10,10.05 am,car,2,out,True
26-10,10.05 am,bus,50,out,False
26-10,10.05 am,car,3,out,False
26-10,10.05 am,taxi,1,out,False
26-10,10.05 am,car,1,out,False
26-10,10.05 am,car,1,out,False
26-10,10.05 am,car,2,out,False
26-10,10.05 am,car,1,out,False
26-10,10.05 am,car,1,out,False
26-10,10.05 am,car,2,out,False
26-10,10.05 am,car,2,out,False
26-10,10.05 am,car,2,out,False
26-10,10.05 am,car,2,out,False
26-10,10.05 am,car,2,out,False
26-10,10.05 am,car,1,out,True
26-10,10.05 am,car,3,out,False
26-10,10.10 am,car,1,out,True
26-10,10.10 am,car,2,out,True
26-10,10.10 am,car,2,out,False
26-10,10.10 am,car,2,out,False
26-10,10.10 am,car,1,out,False
26-10,10.10 am,car,4,out,False
26-10,10.10 am,car,1,out,False
26-10,10.10 am,car,1,out,False
26-10,10.10 am,car,1,out,False
26-10,10.10 am,car,1,out,False
26-10,10.10 am,car,1,out,False
26-10,10.10 am,car,1,out,False
26-10,10.10 am,bus,25,out,False
26-10,10.10 am,car,1,out,False
26-10,10.10 am,car,1,out,False
26-10,10.10 am,car,4,out,False
26-10,10.10 am,car,1,out,False
26-10,10.15 am,car,3,out,False
26-10,10.15 am,car,2,out,False
26-10,10.15 am,bus,100,out,False
26-10,10.15 am,van,1,out,False
26-10,10.15 am,car,2,out,False
26-10,10.15 am,car,2,out,False
26-10,10.15 am,van,2,out,False
26-10,10.15 am,car,2,out,False
26-10,10.15 am,van,2,out,False
26-10,10.15 am,taxi,1,out,False
26-10,10.15 am,car,2,out,False
26-10,10.15 am,van,3,out,False
26-10,10.15 am,car,2,out,False
26-10,10.15 am,car,1,out,True
26-10,10.15 am,car,1,out,True
26-10,10.15 am,car,1,out,False
26-10,10.15 am,car,1,out,False
26-10,10.15 am,car,1,out,False
26-10,10.15 am,car,1,out,False
26-10,10.15 am,car,1,out,False
26-10,10.15 am,car,1,out,False
26-10,10.15 am,car,1,out,False
26-10,10.15 am,car,1,out,False
26-10,10.15 am,car,2,out,False
26-10,10.15 am,car,1,out,False
26-10,10.20 am,car,1,out,False
26-10,10.20 am,car,1,out,True
26-10,10.20 am,car,1,out,True
26-10,10.20 am,van,1,out,False
26-10,10.20 am,van,1,out,False
26-10,10.20 am,car,2,out,False
26-10,10.20 am,bicycle,1,out,False
26-10,10.20 am,bicycle,1,out,False
26-10,10.20 am,car,2,out,False
26-10,10.20 am,taxi,1,out,False
26-10,10.20 am,car,2,out,False
26-10,10.20 am,car,1,out,False
26-10,10.20 am,car,2,out,False
26-10,10.20 am,car,2,out,False
26-10,10.20 am,bus,100,out,False
26-10,10.20 am,car,2,out,False
26-10,10.20 am,car,3,out,True
26-10,10.20 am,bus,25,out,False
26-10,10.20 am,car,1,out,False
26-10,10.20 am,car,1,out,False
26-10,10.20 am,car,1,out,False
26-10,10.20 am,car,1,out,False
26-10,10.20 am,car,1,out,False
26-10,10.20 am,car,1,out,False
26-10,10.20 am,bus,75,out,False
26-10,10.20 am,car,1,out,False
26-10,10.20 am,car,1,out,False
26-10,10.20 am,car,1,out,False
26-10,10.20 am,car,1,out,False
26-10,10.25 am,car,1,out,False
26-10,10.25 am,car,1,out,False
26-10,10.25 am,van,2,out,False
26-10,10.25 am,van,1,out,False
26-10,10.25 am,car,1,out,False
26-10,10.25 am,car,1,out,False
26-10,10.25 am,car,1,out,True
26-10,10.25 am,car,1,out,False
25-10,10.35 am,car,2,out,
25-10,10.35 am,car,1,out,
25-10,10.35 am,car,1,out,
25-10,10.35 am,car,2,out,
25-10,10.35 am,car,1,out,
25-10,10.35 am,car,2,out,
25-10,10.35 am,car,2,out,
25-10,10.35 am,car,1,out,
25-10,10.35 am,car,2,out,
25-10,10.35 am,taxi,1,out,
25-10,10.35 am,van,1,out,
25-10,10.35 am,bus,5,out,
25-10,10.35 am,bus,5,out,
25-10,10.40 am,car,1,out,
25-10,10.40 am,car,1,out,
25-10,10.40 am,car,1,out,
25-10,10.40 am,van,1,out,
25-10,10.40 am,van,1,out,
25-10,10.40 am,bus,3,out,
25-10,10.45 am,car,1,out,
25-10,10.45 am,car,1,out,
25-10,10.45 am,car,2,out,
25-10,10.45 am,taxi,1,out,
25-10,10.45 am,van,1,out,
25-10,10.45 am,bus,3,out,
25-10,10.50 am,car,1,out,
25-10,10.50 am,car,3,out,
25-10,10.50 am,car,1,out,
25-10,10.50 am,car,1,out,
25-10,10.50 am,car,1,out,
25-10,10.50 am,taxi,1,out,
25-10,10.50 am,bus,4,out,
25-10,10.50 am,bus,8,out,
25-10,10.55 am,car,1,out,
25-10,10.55 am,car,1,out,
25-10,10.55 am,car,1,out,
25-10,10.55 am,car,1,out,
25-10,10.55 am,car,1,out,
25-10,10.55 am,taxi,1,out,
25-10,10.55 am,taxi,1,out,
25-10,10.55 am,van,1,out,
25-10,10.55 am,bus,12,out,
25-10,11.00 am,car,1,out,
25-10,11.00 am,car,2,out,
25-10,11.00 am,car,1,out,
25-10,11.00 am,car,1,out,
25-10,11.00 am,car,2,out,
25-10,11.00 am,car,1,out,
25-10,11.00 am,van,1,out,
25-10,11.00 am,van,1,out,
25-10,11.00 am,van,1,out,
25-10,11.00 am,van,1,out,
25-10,11.00 am,bus,12,out,
25-10,11.00 am,bus,16,out,
25-10,11.00 am,bus,1,out,
